World Time ,Experiment Time ,Trial# , SteamVR X ,SteamVR Y ,SteamVR Z , SteamVR Velocity, OptiTrack Rigidbody X,OptiTrack Rigidbody Y,OptiTrack Rigidbody Z, OptiTrack Rigidbody Velocity
8/7/2020 2:40:52 PM,2452.801,1,3.415095E-06,-2.561321E-06,-4.268868E-06,-8.098457E-12,291.8017,221.8595,163.2486,-0.4418478
8/7/2020 2:40:52 PM,2452.807,1,-3.180555E-14,-8.537737E-07,-4.268868E-06,5.927216E-05,291.8048,221.8677,163.2423,0.2425848
8/7/2020 2:40:52 PM,2452.813,1,-3.180555E-14,-8.537737E-07,-4.268868E-06,5.877407E-05,291.8044,221.8535,163.2538,-0.5309874
8/7/2020 2:40:52 PM,2452.828,1,-3.415094E-06,-8.537734E-07,-4.268868E-06,4.512333E-05,291.8032,221.8581,163.2493,0.1108871
8/7/2020 2:40:52 PM,2452.834,1,-3.415094E-06,-8.537734E-07,-4.268868E-06,4.483408E-05,291.804,221.8526,163.2553,-0.02684295
8/7/2020 2:40:52 PM,2452.839,1,-3.415094E-06,-8.537734E-07,-4.268868E-06,4.483408E-05,291.8031,221.8524,163.2575,-0.1887019
8/7/2020 2:40:52 PM,2452.844,1,-3.415094E-06,-8.537734E-07,-4.268868E-06,6.127122E-12,291.8043,221.8643,163.245,-0.09375
8/7/2020 2:40:52 PM,2452.849,1,-3.180554E-14,-8.537735E-07,-4.268868E-06,3.14636E-12,291.8006,221.8688,163.24,0.421875
8/7/2020 2:40:52 PM,2452.855,1,-3.180554E-14,-8.537735E-07,-4.268868E-06,-4.195147E-12,291.8074,221.8689,163.241,0.3980856
8/7/2020 2:40:52 PM,2452.86,1,-3.180554E-14,-8.537735E-07,-4.268868E-06,-4.351975E-12,291.8022,221.8623,163.2467,0.3703271
8/7/2020 2:40:52 PM,2452.866,1,-3.180554E-14,-8.537735E-07,-4.268868E-06,-4.233284E-12,291.8038,221.8693,163.2384,0.6301137
8/7/2020 2:40:52 PM,2452.872,1,-3.180554E-14,-8.537735E-07,-4.268868E-06,-4.049228E-12,291.804,221.8514,163.2571,-0.4570652
8/7/2020 2:40:52 PM,2452.877,1,-3.180554E-14,-8.537735E-07,-4.268868E-06,0,291.7985,221.8566,163.252,-0.4375
8/7/2020 2:40:52 PM,2452.883,1,-3.180554E-14,-8.537735E-07,-4.268868E-06,0,291.8046,221.8541,163.2547,-0.525
